%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=210461, 2015/05/9 19:27:29.62)
479 5749 3.274556e-01 1.178806e+00 5.996060e-07 5.996060e-07 1.177301e-05 1.605779e-04 2.355047e-04 2.545126e-04 3.123886e-04 3.290542e-04 4.186389e-04 7.646356e-04 2.578983e-03 5.587700e-03 1.404335e-02 5.619301e-02 1.144155e-01 2.736371e-01 4.020319e-01 1.076821e+00 1.178806e+00 
480 5761 3.182321e-01 1.178918e+00 5.938830e-07 5.938830e-07 1.163781e-05 1.590863e-04 2.335354e-04 2.526348e-04 3.094951e-04 3.315361e-04 4.177628e-04 7.606314e-04 2.576758e-03 5.590244e-03 1.388661e-02 5.605543e-02 1.141687e-01 2.728454e-01 4.018583e-01 1.091732e+00 1.178918e+00 
481 5773 3.068008e-01 1.166962e+00 5.867408e-07 5.867408e-07 1.155909e-05 1.586297e-04 2.316018e-04 2.499331e-04 3.082036e-04 3.339519e-04 4.197446e-04 7.524982e-04 2.578199e-03 5.621242e-03 1.391545e-02 5.564578e-02 1.148174e-01 2.721138e-01 4.002511e-01 1.097693e+00 1.166962e+00 
482 5785 3.013253e-01 1.167247e+00 5.842997e-07 5.842997e-07 1.156871e-05 1.579402e-04 2.308324e-04 2.493393e-04 3.071160e-04 3.359438e-04 4.186276e-04 7.560127e-04 2.565952e-03 5.601736e-03 1.379985e-02 5.595516e-02 1.136831e-01 2.731260e-01 4.036627e-01 1.089188e+00 1.167247e+00 
483 5797 3.067702e-01 1.165959e+00 5.781396e-07 5.781396e-07 1.134297e-05 1.586142e-04 2.289291e-04 2.499271e-04 3.078888e-04 3.359191e-04 4.192191e-04 7.559779e-04 2.584628e-03 5.564736e-03 1.367638e-02 5.714289e-02 1.129289e-01 2.737228e-01 4.094222e-01 1.090772e+00 1.165959e+00 
484 5809 3.176266e-01 1.190305e+00 5.765716e-07 5.765716e-07 1.117247e-05 1.584872e-04 2.274409e-04 2.511770e-04 3.061544e-04 3.369108e-04 4.213147e-04 7.571914e-04 2.583927e-03 5.548917e-03 1.359348e-02 5.714091e-02 1.129851e-01 2.766575e-01 4.126319e-01 1.088244e+00 1.190305e+00 
485 5821 3.375546e-01 1.223414e+00 5.745207e-07 5.745207e-07 1.110987e-05 1.592054e-04 2.268505e-04 2.550119e-04 3.064297e-04 3.447402e-04 4.252252e-04 7.469921e-04 2.585138e-03 5.555654e-03 1.358356e-02 5.737187e-02 1.118043e-01 2.763771e-01 4.122275e-01 1.092348e+00 1.223414e+00 
486 5833 3.423852e-01 1.236792e+00 5.693202e-07 5.693202e-07 1.108862e-05 1.580561e-04 2.262187e-04 2.518011e-04 3.044891e-04 3.501585e-04 4.276117e-04 7.450166e-04 2.593569e-03 5.560451e-03 1.342673e-02 5.702186e-02 1.122974e-01 2.766809e-01 4.129121e-01 1.097651e+00 1.236792e+00 
487 5845 3.598912e-01 1.239488e+00 5.730396e-07 5.730396e-07 1.099114e-05 1.591008e-04 2.304856e-04 2.524865e-04 3.025926e-04 3.495286e-04 4.281786e-04 7.473491e-04 2.585848e-03 5.577766e-03 1.347517e-02 5.743997e-02 1.117428e-01 2.755731e-01 4.141656e-01 1.092322e+00 1.239488e+00 
488 5857 3.761667e-01 1.253632e+00 5.684377e-07 5.684377e-07 1.075501e-05 1.605277e-04 2.313500e-04 2.522703e-04 2.999992e-04 3.477741e-04 4.259379e-04 7.580184e-04 2.577992e-03 5.511443e-03 1.348360e-02 5.736876e-02 1.116781e-01 2.765237e-01 4.151804e-01 1.103048e+00 1.253632e+00 
489 5869 3.875851e-01 1.247184e+00 5.609535e-07 5.609535e-07 1.065288e-05 1.627005e-04 2.294704e-04 2.514476e-04 2.995029e-04 3.504440e-04 4.235623e-04 7.597364e-04 2.603208e-03 5.469176e-03 1.341590e-02 5.710431e-02 1.120008e-01 2.746294e-01 4.145744e-01 1.106155e+00 1.247184e+00 
490 5881 3.932939e-01 1.256699e+00 5.553809e-07 5.553809e-07 1.063807e-05 1.628217e-04 2.281600e-04 2.511735e-04 2.966132e-04 3.498754e-04 4.293687e-04 7.607699e-04 2.614481e-03 5.545348e-03 1.327729e-02 5.709436e-02 1.107344e-01 2.755486e-01 4.137267e-01 1.106601e+00 1.256699e+00 
491 5893 4.034684e-01 1.271869e+00 5.510113e-07 5.510113e-07 1.037997e-05 1.642256e-04 2.287577e-04 2.546706e-04 2.950689e-04 3.463946e-04 4.290169e-04 7.591867e-04 2.632779e-03 5.556846e-03 1.322805e-02 5.695662e-02 1.097458e-01 2.754063e-01 4.130018e-01 1.102716e+00 1.271869e+00 
492 5905 4.068260e-01 1.265315e+00 5.446080e-07 5.446080e-07 1.027118e-05 1.636387e-04 2.316087e-04 2.576488e-04 2.955204e-04 3.442908e-04 4.315299e-04 7.575756e-04 2.639866e-03 5.593015e-03 1.318289e-02 5.683698e-02 1.093036e-01 2.776353e-01 4.160692e-01 1.096183e+00 1.265315e+00 
493 5917 4.023068e-01 1.274963e+00 5.381620e-07 5.381620e-07 1.019905e-05 1.632608e-04 2.311390e-04 2.583866e-04 2.965020e-04 3.479410e-04 4.328724e-04 7.589887e-04 2.631313e-03 5.590886e-03 1.312035e-02 5.686464e-02 1.094474e-01 2.769087e-01 4.140552e-01 1.095646e+00 1.274963e+00 
494 5929 4.062727e-01 1.296695e+00 5.309686e-07 5.309686e-07 1.019059e-05 1.631906e-04 2.290764e-04 2.604125e-04 2.975754e-04 3.586064e-04 4.333695e-04 7.593074e-04 2.641013e-03 5.582902e-03 1.306825e-02 5.649393e-02 1.092404e-01 2.774040e-01 4.133243e-01 1.088686e+00 1.296695e+00 
495 5941 4.126337e-01 1.298285e+00 5.219161e-07 5.219161e-07 1.007448e-05 1.624765e-04 2.273999e-04 2.587296e-04 2.963706e-04 3.557129e-04 4.380237e-04 7.500742e-04 2.625715e-03 5.651494e-03 1.317310e-02 5.632474e-02 1.096333e-01 2.827758e-01 4.116270e-01 1.085821e+00 1.298285e+00 
496 5953 4.151037e-01 1.295677e+00 5.187801e-07 5.187801e-07 9.888206e-06 1.623070e-04 2.266227e-04 2.564066e-04 2.945157e-04 3.528114e-04 4.373508e-04 7.413202e-04 2.661107e-03 5.675957e-03 1.333016e-02 5.587780e-02 1.080890e-01 2.798498e-01 4.122248e-01 1.081687e+00 1.295677e+00 
497 5965 4.093972e-01 1.287638e+00 5.134042e-07 5.134042e-07 9.815749e-06 1.609274e-04 2.239650e-04 2.580074e-04 2.932563e-04 3.510251e-04 4.392208e-04 7.366073e-04 2.637134e-03 5.703007e-03 1.340525e-02 5.502834e-02 1.082853e-01 2.790093e-01 4.141974e-01 1.081083e+00 1.287638e+00 
498 5977 4.073776e-01 1.289063e+00 5.127904e-07 5.127904e-07 9.718188e-06 1.591959e-04 2.223540e-04 2.571747e-04 2.932683e-04 3.511960e-04 4.387352e-04 7.381015e-04 2.626632e-03 5.694575e-03 1.333118e-02 5.557324e-02 1.077801e-01 2.785294e-01 4.113193e-01 1.072512e+00 1.289063e+00 
499 5989 4.202635e-01 1.332946e+00 5.103317e-07 5.103317e-07 9.591129e-06 1.593533e-04 2.209254e-04 2.577092e-04 2.932102e-04 3.527425e-04 4.376695e-04 7.333856e-04 2.604578e-03 5.689766e-03 1.347727e-02 5.521224e-02 1.074116e-01 2.768439e-01 4.112721e-01 1.063795e+00 1.332946e+00 
500 6001 4.437828e-01 1.368194e+00 5.108784e-07 5.108784e-07 9.522198e-06 1.615436e-04 2.207474e-04 2.574242e-04 2.927739e-04 3.521157e-04 4.392664e-04 7.355873e-04 2.615120e-03 5.681797e-03 1.347297e-02 5.607748e-02 1.069759e-01 2.747338e-01 4.089372e-01 1.056215e+00 1.368194e+00 
501 6013 4.731214e-01 1.388230e+00 5.093626e-07 5.093626e-07 9.363752e-06 1.606114e-04 2.193690e-04 2.577074e-04 2.901042e-04 3.510457e-04 4.366722e-04 7.324296e-04 2.619361e-03 5.669471e-03 1.339243e-02 5.667369e-02 1.064336e-01 2.725250e-01 4.081034e-01 1.048725e+00 1.388230e+00 
502 6025 4.771569e-01 1.380340e+00 5.069699e-07 5.069699e-07 9.350978e-06 1.602371e-04 2.186401e-04 2.552857e-04 2.876334e-04 3.509386e-04 4.367556e-04 7.312795e-04 2.633149e-03 5.588994e-03 1.336266e-02 5.716578e-02 1.054333e-01 2.719428e-01 4.076647e-01 1.065203e+00 1.380340e+00 
503 6037 4.902087e-01 1.397841e+00 5.008070e-07 5.008070e-07 9.252482e-06 1.607160e-04 2.176179e-04 2.535795e-04 2.856224e-04 3.522196e-04 4.383139e-04 7.244497e-04 2.657495e-03 5.571171e-03 1.337029e-02 5.653749e-02 1.041192e-01 2.742470e-01 4.048448e-01 1.073529e+00 1.397841e+00 
504 6049 5.061853e-01 1.402827e+00 4.942255e-07 4.942255e-07 9.207929e-06 1.601884e-04 2.160230e-04 2.524616e-04 2.860080e-04 3.521145e-04 4.367170e-04 7.223261e-04 2.659494e-03 5.617898e-03 1.322483e-02 5.630045e-02 1.052160e-01 2.730290e-01 4.036010e-01 1.096140e+00 1.402827e+00 
505 6061 5.137863e-01 1.412390e+00 4.906954e-07 4.906954e-07 9.180070e-06 1.594741e-04 2.184680e-04 2.522626e-04 2.865639e-04 3.517795e-04 4.331368e-04 7.166966e-04 2.688499e-03 5.658803e-03 1.312057e-02 5.609260e-02 1.046769e-01 2.714451e-01 4.045216e-01 1.096966e+00 1.412390e+00 
506 6073 5.308295e-01 1.405788e+00 4.898586e-07 4.898586e-07 9.107978e-06 1.582263e-04 2.195239e-04 2.520729e-04 2.850277e-04 3.510521e-04 4.318630e-04 7.128669e-04 2.726908e-03 5.629559e-03 1.337354e-02 5.620818e-02 1.044747e-01 2.737765e-01 4.056374e-01 1.095339e+00 1.405788e+00 
507 6085 5.337129e-01 1.406543e+00 4.859192e-07 4.859192e-07 9.029856e-06 1.573953e-04 2.172733e-04 2.514768e-04 2.844603e-04 3.505929e-04 4.302812e-04 7.100469e-04 2.727071e-03 5.619821e-03 1.312445e-02 5.599919e-02 1.032884e-01 2.760462e-01 4.012177e-01 1.091611e+00 1.406543e+00 
508 6097 5.492729e-01 1.409371e+00 4.814663e-07 4.814663e-07 8.956216e-06 1.569434e-04 2.178317e-04 2.494055e-04 2.824592e-04 3.496201e-04 4.338586e-04 7.026817e-04 2.732044e-03 5.597666e-03 1.318980e-02 5.570139e-02 1.041686e-01 2.760837e-01 4.008278e-01 1.096990e+00 1.409371e+00 
509 6109 5.692398e-01 1.417079e+00 4.792131e-07 4.792131e-07 8.898672e-06 1.591204e-04 2.196906e-04 2.491344e-04 2.815461e-04 3.464955e-04 4.309924e-04 6.969923e-04 2.734763e-03 5.585184e-03 1.324836e-02 5.547642e-02 1.029511e-01 2.812098e-01 3.999815e-01 1.076137e+00 1.417079e+00 
510 6121 5.807709e-01 1.409106e+00 4.739107e-07 4.739107e-07 8.841561e-06 1.575262e-04 2.241026e-04 2.482274e-04 2.802602e-04 3.450709e-04 4.356526e-04 6.972076e-04 2.730258e-03 5.604503e-03 1.312716e-02 5.510568e-02 1.019580e-01 2.830013e-01 3.970552e-01 1.071651e+00 1.409106e+00 
511 6133 6.102827e-01 1.451521e+00 4.713809e-07 4.713809e-07 8.824054e-06 1.575505e-04 2.260823e-04 2.510621e-04 2.795918e-04 3.409234e-04 4.361452e-04 6.962934e-04 2.722341e-03 5.605119e-03 1.307237e-02 5.562205e-02 1.014350e-01 2.823206e-01 3.963334e-01 1.069796e+00 1.451521e+00 
512 6145 6.329906e-01 1.452381e+00 4.692922e-07 4.692922e-07 8.812204e-06 1.563506e-04 2.274118e-04 2.508510e-04 2.773324e-04 3.395894e-04 4.366200e-04 6.923966e-04 2.729986e-03 5.593089e-03 1.300987e-02 5.570552e-02 1.007857e-01 2.815623e-01 3.938396e-01 1.061004e+00 1.452381e+00 
513 6157 6.225985e-01 1.452141e+00 4.605541e-07 4.605541e-07 8.761572e-06 1.555832e-04 2.262282e-04 2.506205e-04 2.782631e-04 3.378013e-04 4.303954e-04 6.888445e-04 2.732969e-03 5.656027e-03 1.292207e-02 5.563476e-02 1.011757e-01 2.827833e-01 3.884892e-01 1.061398e+00 1.452141e+00 
514 6169 6.126997e-01 1.456393e+00 4.549469e-07 4.549469e-07 8.715294e-06 1.565958e-04 2.248663e-04 2.487576e-04 2.779891e-04 3.391819e-04 4.309218e-04 6.839903e-04 2.747956e-03 5.624895e-03 1.275941e-02 5.543126e-02 1.008372e-01 2.879729e-01 3.870037e-01 1.053782e+00 1.456393e+00 
515 6181 5.883692e-01 1.446841e+00 4.583375e-07 4.583375e-07 8.694589e-06 1.564989e-04 2.246603e-04 2.490142e-04 2.781619e-04 3.403145e-04 4.290570e-04 6.808184e-04 2.748210e-03 5.699786e-03 1.254279e-02 5.505225e-02 1.006574e-01 2.906131e-01 3.865226e-01 1.048535e+00 1.446841e+00 
516 6193 5.999449e-01 1.441221e+00 4.556785e-07 4.556785e-07 8.687982e-06 1.559161e-04 2.257722e-04 2.512305e-04 2.768097e-04 3.459827e-04 4.275778e-04 6.776426e-04 2.736246e-03 5.741997e-03 1.242787e-02 5.422668e-02 1.020269e-01 2.902485e-01 3.853457e-01 1.048714e+00 1.441221e+00 
517 6205 6.035989e-01 1.439409e+00 4.514755e-07 4.514755e-07 8.637689e-06 1.561217e-04 2.256361e-04 2.510383e-04 2.794028e-04 3.453579e-04 4.354953e-04 6.756695e-04 2.710332e-03 5.706182e-03 1.228507e-02 5.410688e-02 1.018913e-01 2.890287e-01 3.836900e-01 1.044803e+00 1.439409e+00 
518 6217 6.218965e-01 1.459559e+00 4.502493e-07 4.502493e-07 8.623817e-06 1.550642e-04 2.256552e-04 2.492847e-04 2.787196e-04 3.467012e-04 4.332421e-04 6.739311e-04 2.710410e-03 5.716677e-03 1.224922e-02 5.427129e-02 1.014124e-01 3.060597e-01 3.821922e-01 1.037942e+00 1.459559e+00 
519 6229 6.084296e-01 1.455937e+00 4.459876e-07 4.459876e-07 8.541261e-06 1.539257e-04 2.257251e-04 2.469259e-04 2.787525e-04 3.458101e-04 4.299813e-04 6.679674e-04 2.695499e-03 5.687968e-03 1.215399e-02 5.468894e-02 1.009074e-01 3.078332e-01 3.851732e-01 1.026202e+00 1.455937e+00 
520 6241 5.989570e-01 1.445531e+00 4.431222e-07 4.431222e-07 8.488019e-06 1.535632e-04 2.256499e-04 2.469425e-04 2.777332e-04 3.455840e-04 4.285423e-04 6.655375e-04 2.651897e-03 5.657553e-03 1.209869e-02 5.576759e-02 1.008786e-01 3.096096e-01 3.887770e-01 1.020788e+00 1.445531e+00 
521 6253 5.903454e-01 1.444684e+00 4.447289e-07 4.447289e-07 8.405589e-06 1.530477e-04 2.249448e-04 2.474796e-04 2.778209e-04 3.440439e-04 4.245350e-04 6.615491e-04 2.682867e-03 5.620051e-03 1.199290e-02 5.637801e-02 1.008058e-01 3.082259e-01 3.870045e-01 1.012142e+00 1.444684e+00 
522 6265 5.828359e-01 1.452327e+00 4.467577e-07 4.467577e-07 8.365455e-06 1.523464e-04 2.231256e-04 2.493162e-04 2.751511e-04 3.449526e-04 4.223027e-04 6.628719e-04 2.650695e-03 5.629117e-03 1.196590e-02 5.653972e-02 9.970007e-02 3.062432e-01 3.883939e-01 1.001887e+00 1.452327e+00 
523 6277 5.822091e-01 1.469247e+00 4.413608e-07 4.413608e-07 8.317317e-06 1.524406e-04 2.223186e-04 2.520080e-04 2.736665e-04 3.474282e-04 4.205335e-04 6.554862e-04 2.690359e-03 5.604477e-03 1.195553e-02 5.736305e-02 9.928308e-02 3.071029e-01 3.845846e-01 9.922319e-01 1.469247e+00 
524 6289 5.937441e-01 1.477036e+00 4.375841e-07 4.375841e-07 8.263428e-06 1.511762e-04 2.211138e-04 2.506933e-04 2.717729e-04 3.510279e-04 4.195888e-04 6.548429e-04 2.676340e-03 5.618767e-03 1.193928e-02 5.813567e-02 9.935452e-02 3.054845e-01 3.859551e-01 9.946478e-01 1.477036e+00 
525 6301 6.105136e-01 1.487095e+00 4.327716e-07 4.327716e-07 8.318844e-06 1.496451e-04 2.223333e-04 2.504228e-04 2.712590e-04 3.517915e-04 4.214346e-04 6.522174e-04 2.669769e-03 5.554821e-03 1.186588e-02 5.865511e-02 9.954828e-02 3.035764e-01 3.848491e-01 9.835035e-01 1.487095e+00 
526 6313 6.061125e-01 1.481287e+00 4.298657e-07 4.298657e-07 8.292956e-06 1.495284e-04 2.214289e-04 2.500906e-04 2.697363e-04 3.511268e-04 4.184305e-04 6.598687e-04 2.681443e-03 5.613112e-03 1.179702e-02 5.875542e-02 9.943325e-02 3.034361e-01 3.809378e-01 9.788199e-01 1.481287e+00 
527 6325 6.449300e-01 1.476371e+00 4.319930e-07 4.319930e-07 8.153815e-06 1.507028e-04 2.209560e-04 2.529246e-04 2.701452e-04 3.551352e-04 4.190677e-04 6.568761e-04 2.688643e-03 5.729673e-03 1.202553e-02 5.877430e-02 9.913495e-02 3.047357e-01 3.870699e-01 9.883359e-01 1.476371e+00 
528 6337 6.656959e-01 1.479653e+00 4.307679e-07 4.307679e-07 8.094833e-06 1.495742e-04 2.200916e-04 2.514064e-04 2.679734e-04 3.567214e-04 4.237157e-04 6.543090e-04 2.689566e-03 5.739562e-03 1.198514e-02 5.956456e-02 9.849805e-02 3.064890e-01 3.852277e-01 9.821949e-01 1.479653e+00 
529 6349 6.802800e-01 1.472880e+00 4.223315e-07 4.223315e-07 8.088824e-06 1.489566e-04 2.200990e-04 2.482300e-04 2.721473e-04 3.548756e-04 4.238323e-04 6.552507e-04 2.708688e-03 5.800522e-03 1.183497e-02 5.916500e-02 9.837273e-02 3.054384e-01 3.859539e-01 9.830946e-01 1.472880e+00 
530 6361 6.837204e-01 1.479096e+00 4.187229e-07 4.187229e-07 8.080569e-06 1.476448e-04 2.190511e-04 2.470519e-04 2.711771e-04 3.527741e-04 4.218140e-04 6.525106e-04 2.712911e-03 5.787941e-03 1.166524e-02 5.864539e-02 9.822671e-02 3.089058e-01 3.867824e-01 9.825230e-01 1.479096e+00 
531 6373 7.043904e-01 1.470652e+00 4.225738e-07 4.225738e-07 8.020715e-06 1.474058e-04 2.198884e-04 2.465298e-04 2.713688e-04 3.523530e-04 4.190056e-04 6.523298e-04 2.695487e-03 5.760991e-03 1.165008e-02 5.833423e-02 9.789088e-02 3.149174e-01 3.840823e-01 9.819103e-01 1.470652e+00 
532 6385 7.194381e-01 1.466729e+00 4.210169e-07 4.210169e-07 8.053135e-06 1.470673e-04 2.190276e-04 2.434003e-04 2.688235e-04 3.581915e-04 4.200104e-04 6.486635e-04 2.726006e-03 5.771313e-03 1.152231e-02 5.772019e-02 9.741251e-02 3.196282e-01 3.873944e-01 9.780399e-01 1.466729e+00 
533 6397 7.591607e-01 1.478112e+00 4.194424e-07 4.194424e-07 8.033639e-06 1.466946e-04 2.183958e-04 2.441695e-04 2.678647e-04 3.624045e-04 4.160879e-04 6.469514e-04 2.718728e-03 5.765803e-03 1.137272e-02 5.755755e-02 9.650986e-02 3.308822e-01 3.868379e-01 9.741962e-01 1.478112e+00 
534 6409 8.090255e-01 1.505427e+00 4.194464e-07 4.194464e-07 8.095764e-06 1.457711e-04 2.178065e-04 2.426467e-04 2.685359e-04 3.677483e-04 4.227288e-04 6.484957e-04 2.698862e-03 5.761946e-03 1.132235e-02 5.804598e-02 9.624670e-02 3.328793e-01 3.851492e-01 9.686553e-01 1.505427e+00 
535 6421 8.304565e-01 1.535380e+00 4.192337e-07 4.192337e-07 8.087830e-06 1.448487e-04 2.158833e-04 2.454069e-04 2.675732e-04 3.700499e-04 4.259592e-04 6.490616e-04 2.705781e-03 5.795925e-03 1.131636e-02 5.767480e-02 9.392309e-02 3.332601e-01 3.831802e-01 9.602664e-01 1.535380e+00 
